index,Time,Location,Temperature,Brightness
845,17,1,0.99977133,0.99977133
846,18,1,0.960170287,0.960170287
847,19,1,0.855135225,0.855135225
848,20,1,0.691824111,0.691824111
849,21,1,0.481366327,0.481366327
850,22,1,0.238104224,0.238104224
851,23,1,-0.021384289,0
852,0,1,-0.279415498,0
853,1,1,-0.518405003,0
854,2,1,-0.722066063,0
855,3,1,-0.876519514,0
856,4,1,-0.971239609,0
857,5,1,-0.99977133,0
858,6,1,-0.960170287,0
859,7,1,-0.855135225,0
860,8,1,-0.691824111,0
861,9,1,-0.481366327,0
862,10,1,-0.238104224,0
863,11,1,0.021384289,0.021384289
864,12,1,0.279415498,0.279415498
865,13,1,0.518405003,0.518405003
866,14,1,0.722066063,0.722066063
867,15,1,0.876519514,0.876519514
868,16,1,0.971239609,0.971239609
869,17,1,0.99977133,0.99977133
870,18,1,0.960170287,0.960170287
871,19,1,0.855135225,0.855135225
872,20,1,0.691824111,0.691824111
873,21,1,0.481366327,0.481366327
874,22,1,0.238104224,0.238104224
875,23,1,-0.021384289,0
876,0,1,-0.279415498,0
877,1,1,-0.518405003,0
878,2,1,-0.722066063,0
879,3,1,-0.876519514,0
880,4,1,-0.971239609,0
881,5,1,-0.99977133,0
882,6,1,-0.960170287,0
883,7,1,-0.855135225,0
884,8,1,-0.691824111,0
885,9,1,-0.481366327,0
886,10,1,-0.238104224,0
887,11,1,0.021384289,0.021384289
888,12,1,0.279415498,0.279415498
889,13,1,0.518405003,0.518405003
890,14,1,0.722066063,0.722066063
891,15,1,0.876519514,0.876519514
892,16,1,0.971239609,0.971239609
893,17,1,0.99977133,0.99977133
894,18,1,0.960170287,0.960170287
895,19,1,0.855135225,0.855135225
896,20,1,0.691824111,0.691824111
897,21,1,0.481366327,0.481366327
898,22,1,0.238104224,0.238104224
899,23,1,-0.021384289,0
900,0,1,-0.279415498,0
901,1,1,-0.518405003,0
902,2,1,-0.722066063,0
903,3,1,-0.876519514,0
904,4,1,-0.971239609,0
905,5,1,-0.99977133,0
906,6,1,-0.960170287,0
907,7,1,-0.855135225,0
908,8,1,-0.691824111,0
909,9,1,-0.481366327,0
910,10,1,-0.238104224,0
911,11,1,0.021384289,0.021384289
912,12,1,0.279415498,0.279415498
913,13,1,0.518405003,0.518405003
914,14,1,0.722066063,0.722066063
915,15,1,0.876519514,0.876519514
916,16,1,0.971239609,0.971239609
917,17,1,0.99977133,0.99977133
918,18,1,0.960170287,0.960170287
919,19,1,0.855135225,0.855135225
920,20,1,0.691824111,0.691824111
921,21,1,0.481366327,0.481366327
922,22,1,0.238104224,0.238104224
923,23,1,-0.021384289,0
924,0,1,-0.279415498,0
925,1,1,-0.518405003,0
926,2,1,-0.722066063,0
927,3,1,-0.876519514,0
928,4,1,-0.971239609,0
929,5,1,-0.99977133,0
930,6,1,-0.960170287,0
931,7,1,-0.855135225,0
932,8,1,-0.691824111,0
933,9,1,-0.481366327,0
934,10,1,-0.238104224,0
935,11,1,0.021384289,0.021384289
936,12,1,0.279415498,0.279415498
937,13,1,0.518405003,0.518405003
938,14,1,0.722066063,0.722066063
939,15,1,0.876519514,0.876519514
940,16,1,0.971239609,0.971239609
941,17,1,0.99977133,0.99977133
942,18,1,0.960170287,0.960170287
943,19,1,0.855135225,0.855135225
944,20,1,0.691824111,0.691824111
945,21,1,0.481366327,0.481366327
946,22,1,0.238104224,0.238104224
947,23,1,-0.021384289,0
948,0,1,-0.279415498,0
949,1,1,-0.518405003,0
950,2,1,-0.722066063,0
951,3,1,-0.876519514,0
952,4,1,-0.971239609,0
953,5,1,-0.99977133,0
954,6,1,-0.960170287,0
955,7,1,-0.855135225,0
956,8,1,-0.691824111,0
957,9,1,-0.481366327,0
958,10,1,-0.238104224,0
959,11,1,0.021384289,0.021384289
960,12,1,0.279415498,0.279415498
961,13,1,0.518405003,0.518405003
962,14,1,0.722066063,0.722066063
963,15,1,0.876519514,0.876519514
964,16,1,0.971239609,0.971239609
965,17,1,0.99977133,0.99977133
966,18,1,0.960170287,0.960170287
967,19,1,0.855135225,0.855135225
968,20,1,0.691824111,0.691824111
969,21,1,0.481366327,0.481366327
970,22,1,0.238104224,0.238104224
971,23,1,-0.021384289,0
972,0,1,-0.279415498,0
973,1,1,-0.518405003,0
974,2,1,-0.722066063,0
975,3,1,-0.876519514,0
976,4,1,-0.971239609,0
977,5,1,-0.99977133,0
978,6,1,-0.960170287,0
979,7,1,-0.855135225,0
980,8,1,-0.691824111,0
981,9,1,-0.481366327,0
982,10,1,-0.238104224,0
983,11,1,0.021384289,0.021384289
984,12,1,0.279415498,0.279415498
985,13,1,0.518405003,0.518405003
986,14,1,0.722066063,0.722066063
987,15,1,0.876519514,0.876519514
988,16,1,0.971239609,0.971239609
989,17,1,0.99977133,0.99977133
990,18,1,0.960170287,0.960170287
991,19,1,0.855135225,0.855135225
992,20,1,0.691824111,0.691824111
993,21,1,0.481366327,0.481366327
994,22,1,0.238104224,0.238104224
995,23,1,-0.021384289,0
996,0,1,-0.279415498,0
997,1,1,-0.518405003,0
998,2,1,-0.722066063,0
999,3,1,-0.876519514,0
1000,4,1,-0.971239609,0
1001,5,1,-0.99977133,0
1002,6,1,-0.960170287,0
1003,7,1,-0.855135225,0
1004,8,1,-0.691824111,0
1005,9,1,-0.481366327,0
1006,10,1,-0.238104224,0
1007,11,1,0.021384289,0.021384289
1008,12,1,0.279415498,0.279415498
1009,13,1,0.518405003,0.518405003
1010,14,1,0.722066063,0.722066063
1011,15,1,0.876519514,0.876519514
1012,16,1,0.971239609,0.971239609
1013,17,1,0.99977133,0.99977133
1014,18,1,0.960170287,0.960170287
1015,19,1,0.855135225,0.855135225
1016,20,1,0.691824111,0.691824111
1017,21,1,0.481366327,0.481366327
1018,22,1,0.238104224,0.238104224
1019,23,1,-0.021384289,0
1020,0,1,-0.279415498,0
1021,1,1,-0.518405003,0
1022,2,1,-0.722066063,0
1023,3,1,-0.876519514,0
1024,4,1,-0.971239609,0
1025,5,1,-0.99977133,0
1026,6,1,-0.960170287,0
1027,7,1,-0.855135225,0
1028,8,1,-0.691824111,0
1029,9,1,-0.481366327,0
1030,10,1,-0.238104224,0
1031,11,1,0.021384289,0.021384289
1032,12,1,0.279415498,0.279415498
1033,13,1,0.518405003,0.518405003
1034,14,1,0.722066063,0.722066063
1035,15,1,0.876519514,0.876519514
1036,16,1,0.971239609,0.971239609
1037,17,1,0.99977133,0.99977133
1038,18,1,0.960170287,0.960170287
1039,19,1,0.855135225,0.855135225
1040,20,1,0.691824111,0.691824111
1041,21,1,0.481366327,0.481366327
1042,22,1,0.238104224,0.238104224
1043,23,1,-0.021384289,0
1044,0,1,-0.279415498,0
1045,1,1,-0.518405003,0
1046,2,1,-0.722066063,0
1047,3,1,-0.876519514,0
1048,4,1,-0.971239609,0
1049,5,1,-0.99977133,0
1050,6,1,-0.960170287,0
1051,7,1,-0.855135225,0
1052,8,1,-0.691824111,0
1053,9,1,-0.481366327,0
1054,10,1,-0.238104224,0
1055,11,1,0.021384289,0.021384289
1056,12,1,0.279415498,0.279415498
1057,13,1,0.518405003,0.518405003
1058,14,1,0.722066063,0.722066063
1059,15,1,0.876519514,0.876519514
1060,16,1,0.971239609,0.971239609
1061,17,1,0.99977133,0.99977133
1062,18,1,0.960170287,0.960170287
1063,19,1,0.855135225,0.855135225
1064,20,1,0.691824111,0.691824111
1065,21,1,0.481366327,0.481366327
1066,22,1,0.238104224,0.238104224
1067,23,1,-0.021384289,0
1068,0,1,-0.279415498,0
1069,1,1,-0.518405003,0
1070,2,1,-0.722066063,0
1071,3,1,-0.876519514,0
1072,4,1,-0.971239609,0
1073,5,1,-0.99977133,0
1074,6,1,-0.960170287,0
1075,7,1,-0.855135225,0
1076,8,1,-0.691824111,0
1077,9,1,-0.481366327,0
1078,10,1,-0.238104224,0
1079,11,1,0.021384289,0.021384289
1080,12,1,0.279415498,0.279415498
1081,13,1,0.518405003,0.518405003
1082,14,1,0.722066063,0.722066063
1083,15,1,0.876519514,0.876519514
1084,16,1,0.971239609,0.971239609
1085,17,1,0.99977133,0.99977133
1086,18,1,0.960170287,0.960170287
1087,19,1,0.855135225,0.855135225
1088,20,1,0.691824111,0.691824111
1089,21,1,0.481366327,0.481366327
1090,22,1,0.238104224,0.238104224
1091,23,1,-0.021384289,0
1092,0,1,-0.279415498,0
1093,1,1,-0.518405003,0
1094,2,1,-0.722066063,0
1095,3,1,-0.876519514,0
1096,4,1,-0.971239609,0
1097,5,1,-0.99977133,0
1098,6,1,-0.960170287,0
1099,7,1,-0.855135225,0
1100,8,1,-0.691824111,0
1101,9,1,-0.481366327,0
1102,10,1,-0.238104224,0
1103,11,1,0.021384289,0.021384289
1104,12,1,0.279415498,0.279415498
1105,13,1,0.518405003,0.518405003
1106,14,1,0.722066063,0.722066063
1107,15,1,0.876519514,0.876519514
1108,16,1,0.971239609,0.971239609
1109,17,1,0.99977133,0.99977133
1110,18,1,0.960170287,0.960170287
1111,19,1,0.855135225,0.855135225
1112,20,1,0.691824111,0.691824111
1113,21,1,0.481366327,0.481366327
1114,22,1,0.238104224,0.238104224
1115,23,1,-0.021384289,0
1116,0,1,-0.279415498,0
1117,1,1,-0.518405003,0
1118,2,1,-0.722066063,0
1119,3,1,-0.876519514,0
1120,4,1,-0.971239609,0
1121,5,1,-0.99977133,0
1122,6,1,-0.960170287,0
1123,7,1,-0.855135225,0
1124,8,1,-0.691824111,0
1125,9,1,-0.481366327,0
1126,10,1,-0.238104224,0
1127,11,1,0.021384289,0.021384289
1128,12,1,0.279415498,0.279415498
1129,13,1,0.518405003,0.518405003
1130,14,1,0.722066063,0.722066063
1131,15,1,0.876519514,0.876519514
1132,16,1,0.971239609,0.971239609
1133,17,1,0.99977133,0.99977133
1134,18,1,0.960170287,0.960170287
1135,19,1,0.855135225,0.855135225
1136,20,1,0.691824111,0.691824111
1137,21,1,0.481366327,0.481366327
1138,22,1,0.238104224,0.238104224
1139,23,1,-0.021384289,0
1140,0,1,-0.279415498,0
1141,1,1,-0.518405003,0
1142,2,1,-0.722066063,0
1143,3,1,-0.876519514,0
1144,4,1,-0.971239609,0
1145,5,1,-0.99977133,0
1146,6,1,-0.960170287,0
1147,7,1,-0.855135225,0
1148,8,1,-0.691824111,0
1149,9,1,-0.481366327,0
1150,10,1,-0.238104224,0
1151,11,1,0.021384289,0.021384289
1152,12,1,0.279415498,0.279415498
1153,13,1,0.518405003,0.518405003
1154,14,1,0.722066063,0.722066063
1155,15,1,0.876519514,0.876519514
1156,16,1,0.971239609,0.971239609
1157,17,1,0.99977133,0.99977133
1158,18,1,0.960170287,0.960170287
1159,19,1,0.855135225,0.855135225
1160,20,1,0.691824111,0.691824111
1161,21,1,0.481366327,0.481366327
1162,22,1,0.238104224,0.238104224
1163,23,1,-0.021384289,0
1164,0,1,-0.279415498,0
1165,1,1,-0.518405003,0
1166,2,1,-0.722066063,0
1167,3,1,-0.876519514,0
1168,4,1,-0.971239609,0
1169,5,1,-0.99977133,0
1170,6,1,-0.960170287,0
1171,7,1,-0.855135225,0
1172,8,1,-0.691824111,0
1173,9,1,-0.481366327,0
1174,10,1,-0.238104224,0
1175,11,1,0.021384289,0.021384289
1176,12,1,0.279415498,0.279415498
1177,13,1,0.518405003,0.518405003
1178,14,1,0.722066063,0.722066063
1179,15,1,0.876519514,0.876519514
1180,16,1,0.971239609,0.971239609
1181,17,1,0.99977133,0.99977133
1182,18,1,0.960170287,0.960170287
1183,19,1,0.855135225,0.855135225
1184,20,1,0.691824111,0.691824111
1185,21,1,0.481366327,0.481366327
1186,22,1,0.238104224,0.238104224
1187,23,1,-0.021384289,0
1188,0,1,-0.279415498,0
1189,1,1,-0.518405003,0
1190,2,1,-0.722066063,0
1191,3,1,-0.876519514,0
1192,4,1,-0.971239609,0
1193,5,1,-0.99977133,0
1194,6,1,-0.960170287,0
1195,7,1,-0.855135225,0
1196,8,1,-0.691824111,0
1197,9,1,-0.481366327,0
1198,10,1,-0.238104224,0
1199,11,1,0.021384289,0.021384289
1200,12,1,0.279415498,0.279415498
1201,13,1,0.518405003,0.518405003
1202,14,1,0.722066063,0.722066063
1203,15,1,0.876519514,0.876519514
1204,16,1,0.971239609,0.971239609
1205,17,1,0.99977133,0.99977133
1206,18,1,0.960170287,0.960170287
1207,19,1,0.855135225,0.855135225
1208,20,1,0.691824111,0.691824111
1209,21,1,0.481366327,0.481366327
1210,22,1,0.238104224,0.238104224
1211,23,1,-0.021384289,0
1212,0,1,-0.279415498,0
1213,1,1,-0.518405003,0
1214,2,1,-0.722066063,0
1215,3,1,-0.876519514,0
1216,4,1,-0.971239609,0
1217,5,1,-0.99977133,0
1218,6,1,-0.960170287,0
1219,7,1,-0.855135225,0
1220,8,1,-0.691824111,0
1221,9,1,-0.481366327,0
1222,10,1,-0.238104224,0
1223,11,1,0.021384289,0.021384289
1224,12,1,0.279415498,0.279415498
1225,13,1,0.518405003,0.518405003
1226,14,1,0.722066063,0.722066063
1227,15,1,0.876519514,0.876519514
1228,16,1,0.971239609,0.971239609
1229,17,1,0.99977133,0.99977133
1230,18,1,0.960170287,0.960170287
1231,19,1,0.855135225,0.855135225
1232,20,1,0.691824111,0.691824111
1233,21,1,0.481366327,0.481366327
1234,22,1,0.238104224,0.238104224
1235,23,1,-0.021384289,0
1236,0,1,-0.279415498,0
1237,1,1,-0.518405003,0
1238,2,1,-0.722066063,0
1239,3,1,-0.876519514,0
1240,4,1,-0.971239609,0
1241,5,1,-0.99977133,0
1242,6,1,-0.960170287,0
1243,7,1,-0.855135225,0
1244,8,1,-0.691824111,0
1245,9,1,-0.481366327,0
1246,10,1,-0.238104224,0
1247,11,1,0.021384289,0.021384289
1248,12,1,0.279415498,0.279415498
1249,13,1,0.518405003,0.518405003
1250,14,1,0.722066063,0.722066063
1251,15,1,0.876519514,0.876519514
1252,16,1,0.971239609,0.971239609
1253,17,1,0.99977133,0.99977133
1254,18,1,0.960170287,0.960170287
1255,19,1,0.855135225,0.855135225
1256,20,1,0.691824111,0.691824111
1257,21,1,0.481366327,0.481366327
1258,22,1,0.238104224,0.238104224
1259,23,1,-0.021384289,0
1260,0,1,-0.279415498,0
1261,1,1,-0.518405003,0
1262,2,1,-0.722066063,0
1263,3,1,-0.876519514,0
1264,4,1,-0.971239609,0
1265,5,1,-0.99977133,0
1266,6,1,-0.960170287,0
1267,7,1,-0.855135225,0
1268,8,1,-0.691824111,0
1269,9,1,-0.481366327,0
1270,10,1,-0.238104224,0
1271,11,1,0.021384289,0.021384289
1272,12,1,0.279415498,0.279415498
1273,13,1,0.518405003,0.518405003
1274,14,1,0.722066063,0.722066063
1275,15,1,0.876519514,0.876519514
1276,16,1,0.971239609,0.971239609
1277,17,1,0.99977133,0.99977133
1278,18,1,0.960170287,0.960170287
1279,19,1,0.855135225,0.855135225
1280,20,1,0.691824111,0.691824111
1281,21,1,0.481366327,0.481366327
1282,22,1,0.238104224,0.238104224
1283,23,1,-0.021384289,0
1284,0,1,-0.279415498,0
1285,1,1,-0.518405003,0
1286,2,1,-0.722066063,0
1287,3,1,-0.876519514,0
1288,4,1,-0.971239609,0
1289,5,1,-0.99977133,0
1290,6,1,-0.960170287,0
1291,7,1,-0.855135225,0
1292,8,1,-0.691824111,0
1293,9,1,-0.481366327,0
1294,10,1,-0.238104224,0
1295,11,1,0.021384289,0.021384289
1296,12,1,0.279415498,0.279415498
1297,13,1,0.518405003,0.518405003
1298,14,1,0.722066063,0.722066063
1299,15,1,0.876519514,0.876519514
1300,16,1,0.971239609,0.971239609
1301,17,1,0.99977133,0.99977133
1302,18,1,0.960170287,0.960170287
1303,19,1,0.855135225,0.855135225
1304,20,1,0.691824111,0.691824111
1305,21,1,0.481366327,0.481366327
1306,22,1,0.238104224,0.238104224
1307,23,1,-0.021384289,0
1308,0,1,-0.279415498,0
1309,1,1,-0.518405003,0
1310,2,1,-0.722066063,0
1311,3,1,-0.876519514,0
1312,4,1,-0.971239609,0
1313,5,1,-0.99977133,0
1314,6,1,-0.960170287,0
1315,7,1,-0.855135225,0
1316,8,1,-0.691824111,0
1317,9,1,-0.481366327,0
1318,10,1,-0.238104224,0
1319,11,1,0.021384289,0.021384289
1320,12,1,0.279415498,0.279415498
1321,13,1,0.518405003,0.518405003
1322,14,1,0.722066063,0.722066063
1323,15,1,0.876519514,0.876519514
1324,16,1,0.971239609,0.971239609
1325,17,1,0.99977133,0.99977133
1326,18,1,0.960170287,0.960170287
1327,19,1,0.855135225,0.855135225
1328,20,1,0.691824111,0.691824111
1329,21,1,0.481366327,0.481366327
1330,22,1,0.238104224,0.238104224
1331,23,1,-0.021384289,0
1332,0,1,-0.279415498,0
1333,1,1,-0.518405003,0
1334,2,1,-0.722066063,0
1335,3,1,-0.876519514,0
1336,4,1,-0.971239609,0
1337,5,1,-0.99977133,0
1338,6,1,-0.960170287,0
1339,7,1,-0.855135225,0
1340,8,1,-0.691824111,0
1341,9,1,-0.481366327,0
1342,10,1,-0.238104224,0
1343,11,1,0.021384289,0.021384289
1344,12,1,0.279415498,0.279415498
1345,13,1,0.518405003,0.518405003
1346,14,1,0.722066063,0.722066063
1347,15,1,0.876519514,0.876519514
1348,16,1,0.971239609,0.971239609
1349,17,1,0.99977133,0.99977133
1350,18,1,0.960170287,0.960170287
1351,19,1,0.855135225,0.855135225
1352,20,1,0.691824111,0.691824111
1353,21,1,0.481366327,0.481366327
1354,22,1,0.238104224,0.238104224
1355,23,1,-0.021384289,0
1356,0,1,-0.279415498,0
1357,1,1,-0.518405003,0
1358,2,1,-0.722066063,0
1359,3,1,-0.876519514,0
1360,4,1,-0.971239609,0
1361,5,1,-0.99977133,0
1362,6,1,-0.960170287,0
1363,7,1,-0.855135225,0
1364,8,1,-0.691824111,0
1365,9,1,-0.481366327,0
1366,10,1,-0.238104224,0
1367,11,1,0.021384289,0.021384289
1368,12,1,0.279415498,0.279415498
1369,13,1,0.518405003,0.518405003
1370,14,1,0.722066063,0.722066063
1371,15,1,0.876519514,0.876519514
1372,16,1,0.971239609,0.971239609
1373,17,1,0.99977133,0.99977133
1374,18,1,0.960170287,0.960170287
1375,19,1,0.855135225,0.855135225
1376,20,1,0.691824111,0.691824111
1377,21,1,0.481366327,0.481366327
1378,22,1,0.238104224,0.238104224
1379,23,1,-0.021384289,0
1380,0,1,-0.279415498,0
1381,1,1,-0.518405003,0
1382,2,1,-0.722066063,0
1383,3,1,-0.876519514,0
1384,4,1,-0.971239609,0
1385,5,1,-0.99977133,0
1386,6,1,-0.960170287,0
1387,7,1,-0.855135225,0
1388,8,1,-0.691824111,0
1389,9,1,-0.481366327,0
1390,10,1,-0.238104224,0
1391,11,1,0.021384289,0.021384289
1392,12,1,0.279415498,0.279415498
1393,13,1,0.518405003,0.518405003
1394,14,1,0.722066063,0.722066063
1395,15,1,0.876519514,0.876519514
1396,16,1,0.971239609,0.971239609
1397,17,1,0.99977133,0.99977133
1398,18,1,0.960170287,0.960170287
1399,19,1,0.855135225,0.855135225
1400,20,1,0.691824111,0.691824111
1401,21,1,0.481366327,0.481366327
1402,22,1,0.238104224,0.238104224
1403,23,1,-0.021384289,0
1404,0,1,-0.279415498,0
1405,1,1,-0.518405003,0
1406,2,1,-0.722066063,0
1407,3,1,-0.876519514,0
1408,4,1,-0.971239609,0
1409,5,1,-0.99977133,0
1410,6,1,-0.960170287,0
1411,7,1,-0.855135225,0
1412,8,1,-0.691824111,0
1413,9,1,-0.481366327,0
1414,10,1,-0.238104224,0
1415,11,1,0.021384289,0.021384289
1416,12,1,0.279415498,0.279415498
1417,13,1,0.518405003,0.518405003
1418,14,1,0.722066063,0.722066063
1419,15,1,0.876519514,0.876519514
1420,16,1,0.971239609,0.971239609
1421,17,1,0.99977133,0.99977133
1422,18,1,0.960170287,0.960170287
1423,19,1,0.855135225,0.855135225
1424,20,1,0.691824111,0.691824111
1425,21,1,0.481366327,0.481366327
1426,22,1,0.238104224,0.238104224
1427,23,1,-0.021384289,0
1428,0,1,-0.279415498,0
1429,1,1,-0.518405003,0
1430,2,1,-0.722066063,0
1431,3,1,-0.876519514,0
1432,4,1,-0.971239609,0
1433,5,1,-0.99977133,0
1434,6,1,-0.960170287,0
1435,7,1,-0.855135225,0
1436,8,1,-0.691824111,0
1437,9,1,-0.481366327,0
1438,10,1,-0.238104224,0
1439,11,1,0.021384289,0.021384289
1440,12,1,0.279415498,0.279415498
1441,13,1,0.518405003,0.518405003
1442,14,1,0.722066063,0.722066063
1443,15,1,0.876519514,0.876519514
1444,16,1,0.971239609,0.971239609
1445,17,1,0.99977133,0.99977133
1446,18,1,0.960170287,0.960170287
1447,19,1,0.855135225,0.855135225
1448,20,1,0.691824111,0.691824111
1449,21,1,0.481366327,0.481366327
1450,22,1,0.238104224,0.238104224
1451,23,1,-0.021384289,0
1452,0,1,-0.279415498,0
1453,1,1,-0.518405003,0
1454,2,1,-0.722066063,0
1455,3,1,-0.876519514,0
1456,4,1,-0.971239609,0
1457,5,1,-0.99977133,0
1458,6,1,-0.960170287,0
1459,7,1,-0.855135225,0
1460,8,1,-0.691824111,0
1461,9,1,-0.481366327,0
1462,10,1,-0.238104224,0
1463,11,1,0.021384289,0.021384289
1464,12,1,0.279415498,0.279415498
1465,13,1,0.518405003,0.518405003
1466,14,1,0.722066063,0.722066063
1467,15,1,0.876519514,0.876519514
1468,16,1,0.971239609,0.971239609
1469,17,1,0.99977133,0.99977133
1470,18,1,0.960170287,0.960170287
1471,19,1,0.855135225,0.855135225
1472,20,1,0.691824111,0.691824111
1473,21,1,0.481366327,0.481366327
1474,22,1,0.238104224,0.238104224
1475,23,1,-0.021384289,0
1476,0,1,-0.279415498,0
1477,1,1,-0.518405003,0
1478,2,1,-0.722066063,0
1479,3,1,-0.876519514,0
1480,4,1,-0.971239609,0
1481,5,1,-0.99977133,0
1482,6,1,-0.960170287,0
1483,7,1,-0.855135225,0
1484,8,1,-0.691824111,0
1485,9,1,-0.481366327,0
1486,10,1,-0.238104224,0
1487,11,1,0.021384289,0.021384289
1488,12,1,0.279415498,0.279415498
1489,13,1,0.518405003,0.518405003
1490,14,1,0.722066063,0.722066063
1491,15,1,0.876519514,0.876519514
1492,16,1,0.971239609,0.971239609
1493,17,1,0.99977133,0.99977133
1494,18,1,0.960170287,0.960170287
1495,19,1,0.855135225,0.855135225
1496,20,1,0.691824111,0.691824111
1497,21,1,0.481366327,0.481366327
1498,22,1,0.238104224,0.238104224
1499,23,1,-0.021384289,0
1500,0,1,-0.279415498,0
1501,1,1,-0.518405003,0
1502,2,1,-0.722066063,0
1503,3,1,-0.876519514,0
1504,4,1,-0.971239609,0
1505,5,1,-0.99977133,0
1506,6,1,-0.960170287,0
1507,7,1,-0.855135225,0
1508,8,1,-0.691824111,0
1509,9,1,-0.481366327,0
1510,10,1,-0.238104224,0
1511,11,1,0.021384289,0.021384289
1512,12,1,0.279415498,0.279415498
1513,13,1,0.518405003,0.518405003
1514,14,1,0.722066063,0.722066063
1515,15,1,0.876519514,0.876519514
1516,16,1,0.971239609,0.971239609
1517,17,1,0.99977133,0.99977133
1518,18,1,0.960170287,0.960170287
1519,19,1,0.855135225,0.855135225
1520,20,1,0.691824111,0.691824111
1521,21,1,0.481366327,0.481366327
1522,22,1,0.238104224,0.238104224
1523,23,1,-0.021384289,0
1524,0,1,-0.279415498,0
1525,1,1,-0.518405003,0
1526,2,1,-0.722066063,0
1527,3,1,-0.876519514,0
1528,4,1,-0.971239609,0
1529,5,1,-0.99977133,0
1530,6,1,-0.960170287,0
1531,7,1,-0.855135225,0
1532,8,1,-0.691824111,0
1533,9,1,-0.481366327,0
1534,10,1,-0.238104224,0
1535,11,1,0.021384289,0.021384289
1536,12,1,0.279415498,0.279415498
1537,13,1,0.518405003,0.518405003
1538,14,1,0.722066063,0.722066063
1539,15,1,0.876519514,0.876519514
1540,16,1,0.971239609,0.971239609
1541,17,1,0.99977133,0.99977133
1542,18,1,0.960170287,0.960170287
1543,19,1,0.855135225,0.855135225
1544,20,1,0.691824111,0.691824111
1545,21,1,0.481366327,0.481366327
1546,22,1,0.238104224,0.238104224
1547,23,1,-0.021384289,0
1548,0,1,-0.279415498,0
1549,1,1,-0.518405003,0
1550,2,1,-0.722066063,0
1551,3,1,-0.876519514,0
1552,4,1,-0.971239609,0
1553,5,1,-0.99977133,0
1554,6,1,-0.960170287,0
1555,7,1,-0.855135225,0
1556,8,1,-0.691824111,0
1557,9,1,-0.481366327,0
1558,10,1,-0.238104224,0
1559,11,1,0.021384289,0.021384289
1560,12,1,0.279415498,0.279415498
1561,13,1,0.518405003,0.518405003
1562,14,1,0.722066063,0.722066063
1563,15,1,0.876519514,0.876519514
1564,16,1,0.971239609,0.971239609
1565,17,1,0.99977133,0.99977133
1566,18,1,0.960170287,0.960170287
1567,19,1,0.855135225,0.855135225
1568,20,1,0.691824111,0.691824111
1569,21,1,0.481366327,0.481366327
1570,22,1,0.238104224,0.238104224
1571,23,1,-0.021384289,0
1572,0,1,-0.279415498,0
1573,1,1,-0.518405003,0
1574,2,1,-0.722066063,0
1575,3,1,-0.876519514,0
1576,4,1,-0.971239609,0
1577,5,1,-0.99977133,0
1578,6,1,-0.960170287,0
1579,7,1,-0.855135225,0
1580,8,1,-0.691824111,0
1581,9,1,-0.481366327,0
1582,10,1,-0.238104224,0
1583,11,1,0.021384289,0.021384289
1584,12,1,0.279415498,0.279415498
1585,13,1,0.518405003,0.518405003
1586,14,1,0.722066063,0.722066063
1587,15,1,0.876519514,0.876519514
1588,16,1,0.971239609,0.971239609
1589,17,1,0.99977133,0.99977133
1590,18,1,0.960170287,0.960170287
1591,19,1,0.855135225,0.855135225
1592,20,1,0.691824111,0.691824111
1593,21,1,0.481366327,0.481366327
1594,22,1,0.238104224,0.238104224
1595,23,1,-0.021384289,0
1596,0,1,-0.279415498,0
1597,1,1,-0.518405003,0
1598,2,1,-0.722066063,0
1599,3,1,-0.876519514,0
1600,4,1,-0.971239609,0
1601,5,1,-0.99977133,0
1602,6,1,-0.960170287,0
1603,7,1,-0.855135225,0
1604,8,1,-0.691824111,0
1605,9,1,-0.481366327,0
1606,10,1,-0.238104224,0
1607,11,1,0.021384289,0.021384289
1608,12,1,0.279415498,0.279415498
1609,13,1,0.518405003,0.518405003
1610,14,1,0.722066063,0.722066063
1611,15,1,0.876519514,0.876519514
1612,16,1,0.971239609,0.971239609
1613,17,1,0.99977133,0.99977133
1614,18,1,0.960170287,0.960170287
1615,19,1,0.855135225,0.855135225
1616,20,1,0.691824111,0.691824111
1617,21,1,0.481366327,0.481366327
1618,22,1,0.238104224,0.238104224
1619,23,1,-0.021384289,0
1620,0,1,-0.279415498,0
1621,1,1,-0.518405003,0
1622,2,1,-0.722066063,0
1623,3,1,-0.876519514,0
1624,4,1,-0.971239609,0
1625,5,1,-0.99977133,0
1626,6,1,-0.960170287,0
1627,7,1,-0.855135225,0
1628,8,1,-0.691824111,0
1629,9,1,-0.481366327,0
1630,10,1,-0.238104224,0
1631,11,1,0.021384289,0.021384289
1632,12,1,0.279415498,0.279415498
1633,13,1,0.518405003,0.518405003
1634,14,1,0.722066063,0.722066063
1635,15,1,0.876519514,0.876519514
1636,16,1,0.971239609,0.971239609
1637,17,1,0.99977133,0.99977133
1638,18,1,0.960170287,0.960170287
1639,19,1,0.855135225,0.855135225
1640,20,1,0.691824111,0.691824111
1641,21,1,0.481366327,0.481366327
1642,22,1,0.238104224,0.238104224
1643,23,1,-0.021384289,0
1644,0,1,-0.279415498,0
1645,1,1,-0.518405003,0
1646,2,1,-0.722066063,0
1647,3,1,-0.876519514,0
1648,4,1,-0.971239609,0
1649,5,1,-0.99977133,0
1650,6,1,-0.960170287,0
1651,7,1,-0.855135225,0
1652,8,1,-0.691824111,0
